datetime,时间,股票代码,股票名称,当前股价,开盘股价,收盘股价,涨跌幅,最高价,最低价,成交量,成交额,换手（实）,MACD,DIFF,DEA,rsi_6,rsi_12,rsi_24,k,d,j
2022-04-07,2022-04-07,sz.002241,歌尔股份,34.2,33.34,33.3400000000,0.025794841031793622,34.98,33.29,59244035.0,2035755966.7600,2.016900,-0.012116895923435234,-1.9216374262372398,-1.9155789782755221,39.17392243905712,37.75680236224176,37.71392028709787,25.397809823257305,36.15011502887437,3.893199412023179
2022-04-07,2022-04-07,sh.600900,长江电力,22.67,22.39,22.3600000000,0.013864042933810477,22.75,22.26,36059049.0,814140019.1100,0.158600,0.20653903436003745,-0.13860156963879433,-0.24187108681881306,72.48994137168845,57.20806852250283,52.71985269323799,85.10548065446176,71.28207207654191,112.75229781030146
